"Lower","Upper","Triadic HE","ct","pmax","triad"
200,220,1.74922592308057,6,0.274192026212436,"7/8/9"
630,420,1.74899735426484,7,0.270797863016366,"13/19/24"
210,910,1.74802104181422,7,0.242937634338235,"14/16/27"
120,820,1.74644428644371,8,0.378980150827876,"14/15/24"
410,100,1.74630338140172,7,0.322472458312713,"15/19/20"
0,250,1.74625810015691,7,0.256664476537379,"6/6/7"
860,910,1.74493070010072,7,0.373392709416477,"8/13/22"
120,520,1.74469050309903,7,0.303338105865571,"13/14/19"
910,720,1.7428836136153,7,0.29194427049144,"7/12/18"
1110,0,1.74238312805058,7,0.261617145268929,"10/19/19"
720,450,1.74222709736877,6,0.265141143505402,"13/20/26"
550,1090,1.74221088712543,6,0.256450197416007,"11/15/28"
760,0,1.74168928673851,7,0.296982320377201,"9/14/14"
1000,530,1.74123261120194,7,0.324920280513047,"9/16/22"
1010,310,1.7401827364308,7,0.390511946601857,"9/16/19"
480,130,1.73813474799595,7,0.290331260861699,"9/12/13"
310,750,1.73755864597044,8,0.293189048658094,"15/18/28"
300,380,1.73557501560332,7,0.323221760903341,"10/12/15"
440,240,1.73553438840091,7,0.320248236265333,"10/13/15"
1040,260,1.73438241191155,7,0.305359095863927,"10/18/21"
970,1110,1.73360331799108,7,0.285682666556322,"9/16/30"
950,1030,1.73218560776479,6,0.327375396540169,"7/12/22"
730,230,1.73145293378198,7,0.359186669595209,"15/23/26"
120,850,1.73140894462897,7,0.253050699369673,"13/14/23"
380,630,1.72884329116605,8,0.3030803752983,"16/20/29"
450,100,1.72855695845448,6,0.336146559921738,"13/17/18"
340,620,1.72847276649408,6,0.296997499186914,"15/18/26"
190,290,1.72712227077411,6,0.245241300889381,"9/10/12"
1150,990,1.72675339349846,7,0.279510833444228,"10/19/34"
120,760,1.72427909051417,7,0.29847622427256,"15/16/25"
680,170,1.72279215531299,6,0.27194255821965,"14/21/23"
1080,930,1.72253667489345,7,0.30361422296315,"9/17/29"
780,720,1.72218351602306,7,0.256611305075988,"5/8/12"
170,510,1.72184978668941,6,0.262083934344792,"18/20/27"
1100,330,1.72144463341822,8,0.40343530714224,"10/19/23"
320,550,1.72122497957428,7,0.28755846476882,"15/18/25"
210,790,1.72086591306187,6,0.263201917830058,"15/17/27"
830,110,1.72065735015834,7,0.302100730856292,"10/16/17"
970,140,1.72047280242535,7,0.290104830467997,"8/14/15"
990,130,1.7198663231467,6,0.290942351081334,"13/23/25"
730,1060,1.71940524458748,7,0.290708447659007,"13/20/37"
270,190,1.71789747460321,7,0.268870678102468,"17/20/22"
240,870,1.71766136926212,6,0.33176654111729,"13/15/25"
410,920,1.71746092224024,8,0.304223705450259,"11/14/24"
670,260,1.7161794423916,9,0.442262120003552,"13/19/22"
590,580,1.71615680465518,6,0.278321515593575,"7/10/14"
670,310,1.71571120538784,8,0.40041431304079,"13/19/23"
580,190,1.71518880496321,7,0.335202329754549,"13/18/20"
640,0,1.7145411495407,7,0.322508033263297,"9/13/13"
610,680,1.7142864045341,7,0.31846765730456,"12/17/25"
680,600,1.71386398267693,7,0.284769142759918,"10/15/21"
1120,190,1.71118190883173,7,0.313478981716638,"9/17/19"
460,220,1.70867822756632,7,0.321397749736115,"17/22/25"
860,960,1.70865617248647,7,0.306334850490986,"9/15/26"
1100,890,1.70861992913059,7,0.328448264664061,"8/15/25"
1200,1000,1.70843998043379,7,0.28082984875318,"7/14/25"
150,320,1.70788790920714,6,0.339114839103183,"13/14/17"
1100,1060,1.70697876511639,7,0.321247038721317,"10/19/35"
830,520,1.70608373926075,7,0.306328847005281,"5/8/11"
430,680,1.70465997160255,7,0.344404843659365,"11/14/21"
390,430,1.70387801700317,6,0.323933783704994,"8/10/13"
470,1070,1.7037447314905,7,0.320727653495926,"10/13/24"
220,240,1.70294702139077,7,0.251459867105867,"16/18/21"
110,330,1.70243483329766,7,0.315192952943392,"14/15/18"
240,340,1.7024286293824,7,0.324454052450564,"13/15/18"
970,470,1.70242548259405,6,0.326754028896508,"13/23/30"
1090,910,1.7015986536855,7,0.345889407378901,"7/13/22"
1060,970,1.70078212572564,7,0.272184721321946,"7/13/23"
530,520,1.69991567473832,6,0.365275812069435,"11/15/20"
940,720,1.69909597150108,7,0.270680952995464,"11/19/29"
410,880,1.6982137411214,6,0.324192064821867,"11/14/23"
230,810,1.69810487547942,6,0.280891133583318,"13/15/24"
330,1110,1.6974122743335,7,0.309986915263846,"10/12/23"
170,670,1.69691565207658,7,0.34453540313354,"10/11/16"
570,550,1.69614764846477,6,0.287094260417676,"10/14/19"
330,780,1.6957777559509,6,0.394754182920557,"10/12/19"
580,470,1.69509881230472,6,0.288596766659155,"12/17/22"
380,200,1.69482003245823,6,0.317314475993118,"13/16/18"
920,1170,1.69320482319627,7,0.28776093036731,"10/17/33"
10,340,1.6928084874166,7,0.363280989143773,"9/9/11"
1050,500,1.69158628354838,7,0.343586962600329,"13/24/32"
1020,1130,1.6902329660068,6,0.24153689780029,"11/20/38"
950,150,1.68973999575727,7,0.283216657915362,"7/12/13"
990,500,1.68951042726339,5,0.271678512049645,"13/23/31"
310,450,1.68946399278823,6,0.355061872556851,"11/13/17"
860,480,1.68944191740989,7,0.328601456048301,"11/18/24"
280,400,1.68907088314278,7,0.360434541624866,"17/20/25"
0,180,1.68866553974255,6,0.357877028311352,"9/9/10"
