 v___3_n__5_alt_class_1_abab_class_2_aaba_class_3_aaba_alt_class_4_abab_ olympos.scl | Scale of ancient Greek flutist Olympos, 6th century BC as reported by Partch
 v___3_n__5_alt_class_1_abab_class_2_aaba_class_3_aaba_alt_class_4_abab_ prime_5.scl | What Lou Harrison calls "the Prime Pentatonic", a widely used scale
 v___3_n__5_alt_class_1_abab_class_2_aaba_class_3_aaba_alt_class_4_abab_ spon_terp.scl | Subharm. 6-tone series, guess at Greek poet Terpander's, 6th c. BC & Spondeion, Winnington-Ingram (1928)
 v___3_n__5_alt_class_1_abab_class_2_aaba_class_3_aaba_alt_class_4_abab_ sur_madenda.scl | Surupan madenda
 v___3_n__5_alt_class_1_abab_class_2_aaba_class_3_aaba_alt_class_4_abab_ tranh.scl | Bac Dan Tranh scale, Vietnam
 v___3_n__5_alt_class_1_abab_class_2_babb_class_3_babb_alt_class_4_abab_ adjeng.scl | Soeroepan adjeng
 v___3_n__5_alt_class_1_abab_class_2_babb_class_3_babb_alt_class_4_abab_ neutr_pent1.scl | Quasi-Neutral Pentatonic 1, 15/13 x 52/45 in each trichord, after Dudon
 v___3_n__5_alt_class_1_abab_class_2_babb_class_3_babb_alt_class_4_abab_ slendro_7_4.scl | Septimal Slendro 4, from Lou Harrison, Jacques Dudon, called "NAT"
 v___3_n__5_alt_class_1_abab_class_2_babb_class_3_babb_alt_class_4_abab_ slendro5_1.scl | A slendro type pentatonic which is based on intervals of 7; from Lou Harrison
 v___3_n__5_alt_class_1_abab_class_2_babb_class_3_babb_alt_class_4_abab_ slendro5_2.scl | A slendro type pentatonic which is based on intervals of 7, no. 2
 v___3_n__5_alt_class_1_abab_class_2_babb_class_3_babb_alt_class_4_abab_ sur_ajeng.scl | Surupan ajeng
 v___3_n__5_alt_class_1_baba_class_2_abaa_class_3_abaa_alt_class_4_baba_ harrison_5.scl | From Lou Harrison, a pelog style pentatonic
 v___3_n__5_alt_class_1_baba_class_2_abaa_class_3_abaa_alt_class_4_baba_ sur_degung.scl | Surupan degung
 v___3_n__5_alt_class_1_baba_class_2_bbab_class_3_bbab_alt_class_4_baba_ diaphonic_5.scl | D5-tone Diaphonic Cycle
 v___3_n__5_alt_class_1_baba_class_2_bbab_class_3_bbab_alt_class_4_baba_ dimtetb.scl | A pentatonic form on the 9/7
 v___3_n__5_alt_class_1_baba_class_2_bbab_class_3_bbab_alt_class_4_baba_ neutr_pent2.scl | Quasi-Neutral Pentatonic 2, 15/13 x 52/45 in each trichord, after Dudon
 v___3_n__5_alt_class_1_baba_class_2_bbab_class_3_bbab_alt_class_4_baba_ slendro_7_3.scl | Septimal Slendro 3, Harrison, Dudon, called "MILLS" after Mills Gamelan
 v___3_n__5_alt_class_1_baba_class_2_bbab_class_3_bbab_alt_class_4_baba_ slendro_m.scl | Dudon's Slendro M from "Seven-Limit Slendro Mutations", 1/1 8:2 Jan 1994
 v___3_n__5_alt_class_1_baba_class_2_bbab_class_3_bbab_alt_class_4_baba_ sur_x.scl | Surupan tone-gender X (= unmodified nyorog)
 v___3_n__5_class_1_abba_class_2_abba_class_3_baab_class_4_baab_ hexany25.scl | 1.7.11.77 Hexany, a degenerate pentatonic form
 v___3_n__5_class_1_abba_class_2_baab_class_3_abba_class_4_baab_ harrison_min.scl | From Lou Harrison, a symmetrical pentatonic with minor thirds
 v___3_n__5_class_1_abba_class_2_baab_class_3_abba_class_4_baab_ hexany15.scl | 1.3.5.15  2)4 hexany (1.15 tonic) degenerate, symmetrical pentatonic
 v___3_n__5_class_1_abba_class_2_baab_class_3_abba_class_4_baab_ hexany17.scl | 1.5.25.125 Hexany, a degenerate pentatonic form
 v___3_n__5_class_1_abba_class_2_baab_class_3_abba_class_4_baab_ hexany23.scl | 1.3.11.33 Hexany, degenerate pentatonic form
 v___3_n__5_class_1_abba_class_2_baab_class_3_abba_class_4_baab_ hexany26.scl | 1.9.11.99 Hexany, a degenerate pentatonic form
 v___3_n__5_class_1_abba_class_2_baab_class_3_abba_class_4_baab_ slendro_7_2.scl | Septimal Slendro 2, From Lou Harrison, Jacques Dudon's APTOS
 v___3_n__5_class_1_abba_class_2_baab_class_3_abba_class_4_baab_ slendro_a1.scl | Dudon's Slendro A1, "Seven-Limit Slendro Mutations", 1/1 8:2'94 hexany 1.3.7.21
 v___3_n__5_class_1_abba_class_2_baab_class_3_abba_class_4_baab_ slendro_a2.scl | Dudon's Slendro A2 from "Seven-Limit Slendro Mutations", 1/1 8:2 Jan 1994
 v___3_n__5_class_1_abba_class_2_baab_class_3_abba_class_4_baab_ temes-ur.scl | Temes' Ur 5-tone phi scale
 v___3_n__5_class_1_baab_class_2_baab_class_3_abba_class_4_abba_ hexany19.scl | 1.5.7.35 Hexany, a degenerate pentatonic form
 v___3_n__5_class_1_baab_class_2_baab_class_3_abba_class_4_abba_ hexany24.scl | 1.5.11.55 Hexany, a degenerate pentatonic form
 v___3_n__5_class_1_baab_class_2_baab_class_3_abba_class_4_abba_ slendro_alv.scl | Bill Alves, slendro for Gender Barung, 1/1 vol.9 no.4, 1997. 1/1=282.86
 v___3_n__5_class_1_babb_alt_class_2_abab_alt_class_3_abab_class_4_babb_ slendro_s1.scl | Dudon's Slendro S1 from "Seven-Limit Slendro Mutations", 1/1 8:2 Jan 1994
 v___3_n__5_class_1_babb_alt_class_2_abab_alt_class_3_abab_class_4_babb_ slendro_s2.scl | Dudon's Slendro S2
 v___3_n__5_class_1_bbab_alt_class_2_baba_alt_class_3_baba_class_4_bbab_ pygmie.scl | Pygmie scale
 v___3_n__5_class_1_bbab_alt_class_2_baba_alt_class_3_baba_class_4_bbab_ slendro_7_1.scl | Septimal Slendro 1, From HMSL Manual, also Lou Harrison, Jacques Dudon
 v___3_n__5_class_1_bbab_alt_class_2_baba_alt_class_3_baba_class_4_bbab_ slendro_7_5.scl | Septimal Slendro 5, from Jacques Dudon
 v___3_n__7_alt_class_2_ababab_class_3_aaabaa_class_4_aaabaa_alt_class_5_ababab_ al-farabi_g3.scl | Al-Farabi's Greek genus conjunctum primum
 v___3_n__7_alt_class_2_ababab_class_3_aaabaa_class_4_aaabaa_alt_class_5_ababab_ diat_enh4.scl | Diat. + Enharm. Diesis, Dorian Mode, 15 + 12 + 3 parts
 v___3_n__7_alt_class_2_ababab_class_3_aaabaa_class_4_aaabaa_alt_class_5_ababab_ tritriad69.scl | Tritriadic scale of the 6:7:9 triad
 v___3_n__7_alt_class_2_ababab_class_3_aaabaa_class_4_aaabaa_alt_class_5_ababab_ tritriad26.scl | Tritriadic scale of the 26:30:39 triad
 v___3_n__7_alt_class_2_ababab_class_3_bbabbb_class_4_bbabbb_alt_class_5_ababab_ finnamore_jc.scl | Chalmers' modification of Finnamore. Tuning List 9-5-97 19/18 x 9/8 x 64/57
 v___3_n__7_alt_class_2_ababab_class_3_bbabbb_class_4_bbabbb_alt_class_5_ababab_ indian-magrama.scl | Indian mode Ma-grama (Sa Ri Ga Ma Pa Dha Ni Sa)
 v___3_n__7_alt_class_2_ababab_class_3_bbabbb_class_4_bbabbb_alt_class_5_ababab_ prooijen1.scl | Kees van Prooijen, major mode of Bohlen-Pierce
 v___3_n__7_alt_class_2_ababab_class_3_bbabbb_class_4_bbabbb_alt_class_5_ababab_ ptolemy_idiat.scl | Dorian mode of Ptolemy's Intense Diatonic (Diatonon Syntonon)
 v___3_n__7_alt_class_2_ababab_class_3_bbabbb_class_4_bbabbb_alt_class_5_ababab_ ptolemy.scl | Intense Diatonic Syntonon, also Zarlino's scale
 v___3_n__7_alt_class_2_ababab_class_3_bbabbb_class_4_bbabbb_alt_class_5_ababab_ savas_bardiat.scl | Savas's Byzantine Liturgical mode, 8 + 12 + 10 parts
 v___3_n__7_alt_class_2_ababab_class_3_bbabbb_class_4_bbabbb_alt_class_5_ababab_ sur_7.scl | 7-tone surupan
 v___3_n__7_alt_class_2_ababab_class_3_bbabbb_class_4_bbabbb_alt_class_5_ababab_ tritriad9.scl | Tritriadic scale of the 9:11:13 triad
 v___3_n__7_alt_class_2_ababab_class_3_bbabbb_class_4_bbabbb_alt_class_5_ababab_ tritriad22.scl | Tritriadic scale of the 22:27:33 triad
 v___3_n__7_alt_class_2_ababab_class_3_bbabbb_class_4_bbabbb_alt_class_5_ababab_ tritriad32.scl | Tritriadic scale of the 26:32:39 triad
 v___3_n__7_alt_class_2_ababab_class_3_bbabbb_class_4_bbabbb_alt_class_5_ababab_ yves.scl | St Yves's scale II from Jocelyn Godwin, "Music and the Occult", 1995.
 v___3_n__7_alt_class_2_ababab_class_3_bbabbb_class_4_bbabbb_alt_class_5_ababab_ zarlino.scl | Ptolemy's Intense Diatonic Systonon, also Zarlino's scale
 v___3_n__7_alt_class_2_bababa_class_3_aabaaa_class_4_aabaaa_alt_class_5_bababa_ barbour_chrom3.scl | Barbour's #3 Chromatic
 v___3_n__7_alt_class_2_bababa_class_3_aabaaa_class_4_aabaaa_alt_class_5_bababa_ diat_enh2.scl | Diat. + Enharm. Diesis, Dorian Mode 3 + 12 + 15 parts
 v___3_n__7_alt_class_2_bababa_class_3_aabaaa_class_4_aabaaa_alt_class_5_bababa_ pelog_pb2.scl | "Primitive" Pelog, Kunst: Music in Java, p. 28
 v___3_n__7_alt_class_2_bababa_class_3_aabaaa_class_4_aabaaa_alt_class_5_bababa_ pelog_pb.scl | "Primitive" Pelog, step of blown semi-fourths, von Hornbostel, type b.
 v___3_n__7_alt_class_2_bababa_class_3_aabaaa_class_4_aabaaa_alt_class_5_bababa_ ptolemy_diat2.scl | Dorian mode of a permutation of Ptolemy's Tonic Diatonic
 v___3_n__7_alt_class_2_bababa_class_3_aabaaa_class_4_aabaaa_alt_class_5_bababa_ tritriad13.scl | Tritriadic scale of the 10:13:15 triad
 v___3_n__7_alt_class_2_bababa_class_3_aabaaa_class_4_aabaaa_alt_class_5_bababa_ tritriad14.scl | Tritriadic scale of the 14:18:21 triad
 v___3_n__7_alt_class_2_bababa_class_3_bbbabb_class_4_bbbabb_alt_class_5_bababa_ prooijen2.scl | Kees van Prooijen, minor mode of Bohlen-Pierce
 v___3_n__7_alt_class_2_bababa_class_3_bbbabb_class_4_bbbabb_alt_class_5_bababa_ redfield.scl | Redfield New Diatonic
 v___3_n__7_alt_class_2_bababa_class_3_bbbabb_class_4_bbbabb_alt_class_5_bababa_ tiby4.scl | Tiby's fourth Byzantine Liturgical genus, 9 + 12 + 7 parts
 v___3_n__7_alt_class_2_bababa_class_3_bbbabb_class_4_bbbabb_alt_class_5_bababa_ tritriad18.scl | Tritriadic scale of the 18:22:27 triad
 v___3_n__7_alt_class_2_bababa_class_3_bbbabb_class_4_bbbabb_alt_class_5_bababa_ tritriad.scl | Tritriadic scale of the 10:12:15 triad, natural minor mode
 v___3_n__7_class_1_aabaaa_alt_class_3_bababa_alt_class_4_bababa_class_6_aabaaa_ tritriad5.scl | Tritriadic scale of the 5:7:9 triad,  perhaps Mathews's 5.7.9a.
 v___3_n__7_class_1_abaaba_class_2_abaaba_class_3_babbab_class_4_abaaba_class_5_babbab_class_6_babbab_ al-farabi_diat2.scl | Old Phrygian, permuted form of Al-Farabi's reduplicated 10/9 diatonic genus
 v___3_n__7_class_1_abaaba_class_2_abaaba_class_3_babbab_class_4_abaaba_class_5_babbab_class_6_babbab_ arist_chrom.scl | Dorian, Neo-Chromatic,6+18+6 parts = Athanasopoulos' Byzant.liturg. 2nd chromatic
 v___3_n__7_class_1_abaaba_class_2_abaaba_class_3_babbab_class_4_abaaba_class_5_babbab_class_6_babbab_ arist_penh2.scl | Permuted Aristoxenos's Enharmonion, 3 + 24 + 3 parts
 v___3_n__7_class_1_abaaba_class_2_abaaba_class_3_babbab_class_4_abaaba_class_5_babbab_class_6_babbab_ diat_soft3.scl | New Soft Diatonic genus with equally divided Pyknon; Dorian Mode; 1:1 pyknon
 v___3_n__7_class_1_abaaba_class_2_abaaba_class_3_babbab_class_4_abaaba_class_5_babbab_class_6_babbab_ exp2.scl | Two times expanded major triad
 v___3_n__7_class_1_abaaba_class_2_abaaba_class_3_babbab_class_4_abaaba_class_5_babbab_class_6_babbab_ helmholtz.scl | Helmholtz's Chromatic scale and Gipsy major from Slovakia
 v___3_n__7_class_1_abaaba_class_2_abaaba_class_3_babbab_class_4_abaaba_class_5_babbab_class_6_babbab_ kring3.scl | Double-tie circular mirroring of 3:5:7
 v___3_n__7_class_1_abaaba_class_2_abaaba_class_3_babbab_class_4_abaaba_class_5_babbab_class_6_babbab_ ptolemy_diat.scl | Ptolemy's Diatonon Ditoniaion & Archytas' Diatonic, also Lyra tuning
 v___3_n__7_class_1_abaaba_class_2_abaaba_class_3_babbab_class_4_abaaba_class_5_babbab_class_6_babbab_ savas_chrom.scl | Savas's Chromatic, Byzantine Liturgical mode, 8 + 14 + 8 parts
 v___3_n__7_class_1_abaaba_class_2_abaaba_class_3_babbab_class_4_abaaba_class_5_babbab_class_6_babbab_ slovak_min.scl | Gipsy minor scale from Slovakia
 v___3_n__7_class_1_abaaba_class_2_abaaba_class_3_babbab_class_4_abaaba_class_5_babbab_class_6_babbab_ xenakis_schrom.scl | Xenakis's Byzantine Liturgical mode, 7 + 16 + 7 parts
 v___3_n__7_class_1_babbab_class_2_babbab_class_3_abaaba_class_4_babbab_class_5_abaaba_class_6_abaaba_ arist_diatdor.scl | PsAristo Redup. Diatonic, 14 + 2 + 14 parts
 v___3_n__7_class_1_babbab_class_2_babbab_class_3_abaaba_class_4_babbab_class_5_abaaba_class_6_abaaba_ diat_eq2.scl | Equal Diatonic, 11/10 x 400/363 x 11/10
 v___3_n__7_class_1_babbab_class_2_babbab_class_3_abaaba_class_4_babbab_class_5_abaaba_class_6_abaaba_ kring2.scl | Double-tie circular mirroring of 6:7:8
 v___3_n__9_alt_class_1_abababab_class_2_bbbabbbb_class_7_bbbabbbb_alt_class_8_abababab_ pipedum7_9a.scl | 4375/4374, 2401/2400 and 21/20 are homophonic intervals
 v___3_n_11_alt_class_3_bababababa_class_5_aaaabaaaaa_class_6_aaaabaaaaa_alt_class_8_bababababa_ 11-31.scl | Jon Wild, 11 out of 31-tET, chain of "7/6"s. TL 9-9-99
 v___3_n_17_alt_class_5_babababababababa_class_7_aaaaaaabaaaaaaaa_class_10_aaaaaaabaaaaaaaa_alt_class_12_babababababababa_ wilson_17.scl | Wilson's 17-tone 5-limit scale
 v___3d_n__7_class_1_baaaab_class_6_abbbba_ et7a.scl | 7-tone equal temperament with pure fourth and fifth
 v___3md_n_12_class_5_aaaaaaaaaba_class_7_aaaaaaaaaba_ arabic1.scl | From Fortuna. Try C or G major
 v___4_n__5_class_1_abac_class_2_babc_class_3_abac_class_4_babc_ islamic.scl | Islamic Genus (DF#7), from Rouanet
 v___4_n__5_class_1_acbc_class_2_cabc_class_3_acbc_class_4_cabc_ slendroc3.scl | Gamelan slendro of R.M. Jayadipura, Jogja. 1/1=231 Hz
 v___4_n__5_class_1_babc_class_2_babc_class_3_abac_class_4_abac_ tranh2.scl | Dan Ca Dan Tranh Scale
 v___4_n__5_class_1_baca_class_2_bcac_class_3_bcac_class_4_bacb_ harrison_mix4.scl | A "mixed type" pentatonic, Lou Harrison
 v___4_n__5_class_1_cbab_class_2_cbab_class_3_caba_class_4_caba_ div_fifth3.scl | Divided Fifth #3, From Schlesinger, see Chapter 8, p. 160
 v___4_n__5_class_1_cbca_class_2_bcba_class_3_acba_class_4_cbac_ harrison_5_1.scl | From Lou Harrison, a pelog style pentatonic
 v___4_n__5_class_1_cbca_class_2_cbac_class_3_cbca_class_4_cbac_ slendroc2.scl | Kyahi Pengawe sari (Paku Alaman, Jogja). 1/1=295 Hz.
 v___4_n__5_class_1_cbca_class_2_cbca_class_3_cbac_class_4_cbac_ mystic-r.scl | Skriabin's mystic chord, op. 60 rationalised
 v___4_n__7_class_1_abccba_class_2_cbaabc_class_3_baccab_class_4_bcaacb_class_5_abccba_class_6_cbaabc_ kring1.scl | Double-tie circular mirroring of 4:5:6 and Partch's 5-limit tonality Diamond
 v___4_n__7_class_1_abccba_class_2_cbaabc_class_3_baccab_class_4_bcaacb_class_5_abccba_class_6_cbaabc_ ps-hypod2.scl | Complex 8 of p. 115 based on Archytas's Enharmonic
 v___4_n__7_class_1_abccba_class_2_cbaabc_class_3_baccab_class_4_bcaacb_class_5_abccba_class_6_cbaabc_ ps-mixol.scl | Complex 3 of p. 115 based on Archytas's Enharmonic
 v___4_n__7_class_1_acbbca_class_2_abccba_class_3_bcaacb_class_4_baccab_class_5_cbaabc_class_6_cabbac_ fj-7tet.scl | Franck Jedrzejewski continued fractions approx. of 7-tet
 v___4_n__7_class_1_baccab_class_2_acbbca_class_3_cbaabc_class_4_abccba_class_5_cabbac_class_6_bcaacb_ sintemp_7.scl | Sine modulated fifths, A=8.12 cents, one cycle, f0=90 degrees
 v___4_n__7_class_1_baccab_class_2_cbaabc_class_3_acbbca_class_4_cabbac_class_5_abccba_class_6_bcaacb_ cross_7.scl | 3-5-7 cross reduced by 2/1, quasi diatonic, similar to Zalzal's, Flynn Cohen
 v___4_n__7_class_1_baccab_class_2_cbaabc_class_3_acbbca_class_4_cabbac_class_5_abccba_class_6_bcaacb_ kring6.scl | Double-tie circular mirroring of 6:7:9
 v___4_n__7_class_1_bcaacb_class_2_bcaacb_class_3_baccab_class_4_bcaacb_class_5_baccab_class_6_baccab_ kring3bp.scl | Double-tie BP circular mirroring of 3:5:7
 v___4_n__7_class_1_bcaacb_class_2_bcaacb_class_3_baccab_class_4_bcaacb_class_5_baccab_class_6_baccab_ kring4.scl | Double-tie circular mirroring of 4:5:7
 v___4_n__7_class_1_bcbacb_class_2_bcbacb_class_3_bacbab_class_4_bacaba_class_5_cbcacb_class_6_cbcacb_ tritriad10.scl | Tritriadic scale of the 10:14:15 triad
 v___4_n__7_class_1_cabbac_class_2_cabbac_class_3_acbbca_class_4_cabbac_class_5_acbbca_class_6_acbbca_ kring5.scl | Double-tie circular mirroring of 5:7:9
 v___4_n__7_class_1_cbaabc_class_2_bcaacb_class_3_acbbca_class_4_cabbac_class_5_baccab_class_6_abccba_ cross_7a.scl | 2-5-7 cross reduced by 3/1
 v___4_n__7_class_1_cbaabc_class_2_cabbac_class_3_bcaacb_class_4_baccab_class_5_acbbca_class_6_abccba_ ji_7.scl | 7-limit rational interpretation of 7-tET. OdC
 v___4_n__7_class_1_cbaabc_class_2_cabbac_class_3_bcaacb_class_4_baccab_class_5_acbbca_class_6_abccba_ scotbag2.scl | Scottish bagpipe tuning 2
 v___4_n__7_class_1_cbaabc_class_2_cbaabc_class_3_cabbac_class_4_acbbca_class_5_abccba_class_6_abccba_ ps-dorian.scl | Complex 4 of p. 115 based on Archytas's Enharmonic
 v___4_n__7_class_1_cbaabc_class_2_cbaabc_class_3_cabbac_class_4_acbbca_class_5_abccba_class_6_abccba_ ps-hypod.scl | Complex 7 of p. 115 based on Archytas's Enharmonic
 v___4_n__7_class_1_cbcabc_class_2_acabca_class_3_cbacbc_class_4_cbabcb_class_5_acabac_class_6_bcbabc_ tritriad7.scl | Tritriadic scale of the 7:9:11 triad
 v___4_n__8_class_1_abcacba_class_3_caabaac_class_5_aacbcaa_class_7_cbacabc_ octony_trans4.scl | Complex 11 of p. 115, an Octony based on Archytas's Enharmonic, 8 tones
 v___4_n__8_class_1_accbcca_class_3_bacbcab_class_5_bcabacb_class_7_ccabacc_ efg3777.scl | Genus [3777]
 v___4_n__8_class_1_bbcacbb_class_3_bacbcab_class_5_bcabacb_class_7_bccaccb_ octony_trans2.scl | Complex 6 of p. 115 based on Archytas's Enharmonic, an Octony
 v___4_n__8_class_1_bcabacb_class_3_caabaac_class_5_aacbcaa_class_7_bacbcab_ cluster8d.scl | Eight-Tone Triadic Cluster 3:5:4
 v___4_n__8_class_1_cbacabc_class_3_baacaab_class_5_bbacabb_class_7_abcacba_ cluster8a.scl | Eight-Tone Triadic Cluster 4:5:6
 v___4_n__8_class_1_cbacabc_class_3_baacaab_class_5_bbacabb_class_7_abcacba_ efg3335.scl | Genus diatonicum veterum correctum [3335]
 v___4_n__8_class_1_cbacabc_class_3_baacaab_class_5_bbacabb_class_7_abcacba_ euler_diat.scl | Euler's genus diatonicum veterum correctum
 v___4d_n__7_class_1_aaabac_class_2_abbabc_class_3_bbbbac_class_4_baaaac_class_5_abaabc_class_6_babbbc_ ptolemy_iastaiol.scl | Ptolemy's kithara tuning, mixture of Tonic Diatonic and Ditone Diatonic
 v___4d_n__7_class_1_abcabc_class_2_cabbbc_class_3_babbcb_class_4_aabaca_class_5_babccc_class_6_abcabc_ arist_softdiat4.scl | Dorian Mode, 9 + 6 + 15 parts
 v___4d_n__7_class_1_acbacb_class_2_bacccb_class_3_bcbabb_class_4_acaaba_class_5_cacbbb_class_6_bacbac_ athan_chrom.scl | Athanasopoulos's Byzantine Liturgical mode Chromatic
 v___4d_n__7_class_1_bcabca_class_2_bcccab_class_3_bbabcb_class_4_abaaca_class_5_bbbcac_class_6_cabcab_ arist_softdiat2.scl | Dorian Mode, 6 + 15 + 9 parts
 v___4d_n__7_class_1_cbacba_class_2_cbbbac_class_3_bcbbab_class_4_acabaa_class_5_cccbab_class_6_cbacba_ arist_softdiat5.scl | Dorian Mode, 15 + 6 + 9 parts
 v___4d_n__7_class_1_cbacba_class_2_cbbbac_class_3_bcbbab_class_4_acabaa_class_5_cccbab_class_6_cbacba_ vertex_diat9.scl | A vertex tetrachord from Chapter 5, 212.5 + 137.5 + 150 cents
 v___4d_n__7_class_1_ccbcac_class_2_cbacba_class_3_cbcaaa_class_4_cbaaac_class_5_cbacba_class_6_ccbcac_ mokhalif.scl | Iranian mode Mokhalif from C
 v___5d_n__7_class_1_abcbdb_class_2_cdabcd_class_3_ddacbc_class_4_daccbd_class_5_acdbcd_class_6_babcdb_ tritriad68.scl | Tritriadic scale of the 6:7:8 triad
 v___5d_n__7_class_1_acbabd_class_2_cabbad_class_3_bcccda_class_4_aaabdc_class_5_cbbcad_class_6_bcbacd_ harrison_mid.scl | Lou Harrison mid mode
 v___5d_n__7_class_1_acbcdc_class_2_cdabcd_class_3_ddbcac_class_4_ccbdad_class_5_acdbcd_class_6_abacda_ tritriad11.scl | Tritriadic scale of the 11:13:15 triad
 v___5d_n__7_class_1_bdbcba_class_2_dcbadc_class_3_cbcadd_class_4_dbccad_class_5_dcbdca_class_6_bdcbab_ tritriad68i.scl | Tritriadic scale of the subharmonic 6:7:8 triad
 v___5d_n__7_class_1_dcdadb_class_2_dbcadb_class_3_cbddac_class_4_dbdacc_class_5_adcadb_class_6_dcadbd_ tritriad3c.scl | From 1/1 7/6 7/5, a variant of the 3.5.7 triad
 v___5d_n_13_class_1_cdcabaabacdc_class_2_acdcbaabcdca_class_3_cabadaadabac_class_4_cadbaaaabdac_class_6_dabcaddacbad_class_7_adcbdaadbcda_class_9_bdacddddcadb_class_10_bdcdaddadcdb_class_11_dbabcddcbabd_class_12_babdcddcdbab_ monzo-sym-5.scl | Monzo symmetrical system: 5-limit
 v___6d_n_16_class_1_acdacbedebcadca_class_3_ebdbadbcbdabdbe_class_5_cbadbbbebbbdabc_class_7_acbadaedeadabca_class_9_ecdebeabaebedce_class_11_cccadcbebcdaccc_class_13_aebaeadcdaeabea_class_15_ecbecdabadcebce_ efg35557.scl | Genus [35557]
 v___8_n_15_class_1_afcdgebbegdcfa_class_2_ebfgcdaadcgfbe_class_4_dgcaefbbfeacgd_class_7_fbdceaggaecdbf_class_8_bfdecgaagcedfb_class_11_daegcbffbcgead_class_13_cfbaedggdeabfc_class_14_gbedacffcadebg_ triang11.scl | 11-limit triangular diamond lattice with 64/63 intervals removed
 v__10_n_19_class_1_adeghbcifficbhgeda_class_2_edihcfagbbgafchide_class_3_bdhegfciaaicfgehdb_class_4_egdhbaicffciabhdge_class_5_bahigdceffecdgihab_class_6_igfahdcbeebcdhafgi_class_7_chegfidabbadifgehc_class_8_bciadhfeggefhdaicb_class_9_cbhfgeidaadiegfhbc_class_10_ghbdceafiifaecdbhg_class_11_hgaifbdeccedbfiagh_class_12_gbecdafihhifadcebg_class_13_acdibfgheehgfbidca_class_14_hibacfgeddegfcabih_class_15_ecfbhiagddgaihbfce_class_16_hfbecdgaiiagdcebfh_class_17_efabgdichhcidgbafe_class_18_ifecbhgaddaghbcefi_ fokker-lt.scl | Tempered version of Fokker-L per.bl. with more triads
 v__10_n_19_class_1_cehagfbiddibfgahec_class_2_eidafhcbggbchfadie_class_3_bdfhigecaacegihfdb_class_4_aibhcgdfeefdgchbia_class_5_cfigdabehhebadgifc_class_6_dhgcaeifbbfieacghd_class_7_bgedhaicffciahdegb_class_8_abcdefghiihgfedcba_class_9_fgaehbdiccidbheagf_class_10_dciebhfaggafhbeicd_class_11_ihgfedcbaabcdefghi_class_12_hcefbiagddgaibfech_class_13_fbcgieadhhdaeigcbf_class_14_gdacfihebbehifcadg_class_15_iahbgcfdeedfcgbhai_class_16_hfdbacegiigecabdfh_class_17_eafidbghcchgbdifae_class_18_gebicdhaffahdcibeg_ sintemp_19.scl | Sine modulated thirds, A=7.366 cents, one cycle over fifths, f0=90 degrees
 v__10_n_19_class_1_dciebhfaggafhbeicd_class_2_cehagfbiddibfgahec_class_3_ihgfedcbaabcdefghi_class_4_eidafhcbggbchfadie_class_5_hcefbiagddgaibfech_class_6_bdfhigecaacegihfdb_class_7_fbcgieadhhdaeigcbf_class_8_aibhcgdfeefdgchbia_class_9_gdacfihebbehifcadg_class_10_cfigdabehhebadgifc_class_11_iahbgcfdeedfcgbhai_class_12_dhgcaeifbbfieacghd_class_13_hfdbacegiigecabdfh_class_14_bgedhaicffciahdegb_class_15_eafidbghcchgbdifae_class_16_abcdefghiihgfedcba_class_17_gebicdhaffahdcibeg_class_18_fgaehbdiccidbheagf_ sinemod12.scl | Sine modulated F=12, A=-.08203754
 v__10_n_19_class_1_dhgcaeifbbfieacghd_class_2_hcefbiagddgaibfech_class_3_gebicdhaffahdcibeg_class_4_cfigdabehhebadgifc_class_5_ihgfedcbaabcdefghi_class_6_eafidbghcchgbdifae_class_7_aibhcgdfeefdgchbia_class_8_dciebhfaggafhbeicd_class_9_hfdbacegiigecabdfh_class_10_bdfhigecaacegihfdb_class_11_fgaehbdiccidbheagf_class_12_iahbgcfdeedfcgbhai_class_13_eidafhcbggbchfadie_class_14_abcdefghiihgfedcba_class_15_gdacfihebbehifcadg_class_16_cehagfbiddibfgahec_class_17_bgedhaicffciahdegb_class_18_fbcgieadhhdaeigcbf_ sinemod8.scl | Sine modulated F=8, A=.11364155. Deviation minimal3/2, 4/3, 5/4, 6/5, 5/3, 8/5
 v__11_n_19_class_1_jehbcgdaifiadgcbhe_class_2_jefaidgbhchbgdiafe_class_3_jbdfhgecaiaceghfdb_class_4_jaibhcgdfefdgchbia_class_5_jgdcfiahebehaifcdg_class_6_jdgciaefbhbfeaicgd_class_7_jgcebhiafdfaihbecg_class_8_jihgfedcbabcdefghi_class_9_jfaiebhdcgcdhbeiaf_class_10_jdiaehbfgcgfbheaid_class_11_jabcdefghihgfedcba_class_12_jcgehbaidfdiabhegc_class_13_jfcgaiedhbhdeiagcf_class_14_jcfgdaibehebiadgfc_class_15_jiahbgcfdedfcgbhai_class_16_jhfdbcegiaigecbdfh_class_17_jediafchbgbhcfaide_class_18_jebhgcfiadaifcghbe_ rvf1.scl | RVF-1: D-A 695 cents, the increment is 0.25 cents, interval range 49.5 to 75.5
