"Lower","Upper","Triadic HE","ct","pmax","triad"
190,1200,1.26813484465665,6,0.445915821096844,"9/10/20"
350,210,1.27050787256838,6,0.493330696187506,"13/16/18"
540,580,1.27282642099529,6,0.593243275150347,"11/15/21"
230,1200,1.27292402251865,5,0.553846722610673,"7/8/16"
290,560,1.27405692141995,5,0.543222717799767,"11/13/18"
910,110,1.27419453118082,6,0.604937429481965,"10/17/18"
930,700,1.27449601596234,7,0.62378256384675,"7/12/18"
1080,320,1.27482685584547,7,0.596604581311408,"8/15/18"
1140,260,1.27532949844538,5,0.473352010676665,"13/25/29"
390,220,1.27900892251364,7,0.573612757682735,"12/15/17"
410,480,1.2791280563368,8,0.573055680868011,"15/19/25"
900,240,1.28140652050207,7,0.458895660767793,"12/20/23"
800,890,1.28221990315567,6,0.592941097506951,"12/19/32"
370,370,1.28284063548125,7,0.454879042995499,"17/21/26"
1190,210,1.28284882584654,6,0.605683431168175,"4/8/9"
750,1100,1.28396220137865,5,0.466881009033559,"11/17/32"
280,830,1.28408117586563,7,0.632929311373052,"11/13/21"
320,1090,1.28409830263721,6,0.534695819500066,"15/18/34"
750,630,1.28420729176523,6,0.473453032647748,"9/14/20"
760,1010,1.28423557615234,6,0.532763110764034,"9/14/25"
930,800,1.28483319207537,5,0.466578129245839,"7/12/19"
260,340,1.28499391378173,9,0.646915051557661,"12/14/17"
290,130,1.28769518527828,8,0.649179059705304,"11/13/14"
460,910,1.28808708063946,6,0.577964732717748,"10/13/22"
740,450,1.28831666777629,5,0.367064592013151,"13/20/26"
360,1080,1.28874829134559,5,0.555471861222958,"13/16/30"
460,200,1.29000594956326,8,0.598115095421924,"13/17/19"
810,110,1.29256089244385,9,0.659060908294748,"10/16/17"
790,1030,1.29323228404645,6,0.604352407528627,"7/11/20"
1140,720,1.29339307251941,4,0.438800881822813,"12/23/35"
10,310,1.29824522539509,7,0.626121678146908,"5/5/6"
890,410,1.299675202226,8,0.646342660015844,"9/15/19"
660,1200,1.30093137287454,5,0.403696341603439,"13/19/38"
1070,910,1.30227190819032,7,0.617443637596872,"7/13/22"
630,130,1.30232835328146,5,0.53189349798962,"9/13/14"
890,60,1.30302965063354,5,0.53220925003242,"15/25/26"
1190,890,1.30331197695817,7,0.623572981048403,"3/6/10"
1090,500,1.30434187006053,7,0.623810165651399,"8/15/20"
460,520,1.30542769237821,7,0.587584662242879,"13/17/23"
30,300,1.30546158718419,7,0.625549462209643,"5/5/6"
740,170,1.3081078765851,7,0.614482229456997,"13/20/22"
960,170,1.30857281495351,5,0.407942599388009,"11/19/21"
960,80,1.3093199859609,6,0.414157565299296,"12/21/22"
830,500,1.30992767321049,9,0.578311548455576,"13/21/28"
840,780,1.31019804411449,7,0.433958643268508,"13/21/33"
1080,460,1.31028118259935,6,0.581101890773893,"7/13/17"
550,1040,1.31367978550608,7,0.588630152342529,"8/11/20"
260,160,1.31446183840751,6,0.588236163838423,"18/21/23"
500,880,1.31494208620459,7,0.56959038169109,"9/12/20"
560,700,1.31500416541609,6,0.55243163712796,"13/18/27"
1140,310,1.31601719723149,5,0.531912930223381,"13/25/30"
930,320,1.31632698414199,6,0.556167423843518,"14/24/29"
290,660,1.31714081380449,5,0.544040789959076,"11/13/19"
910,760,1.32265917237212,6,0.523096683707699,"13/22/34"
340,810,1.32349734483449,6,0.556462261768119,"14/17/27"
60,0,1.32364306783893,5,0.46719098842348,"20/21/21"
560,990,1.32483742443673,6,0.577111832143432,"13/18/32"
1050,750,1.32720106266913,5,0.505534604346853,"6/11/17"
920,190,1.3275172386358,5,0.579052247042237,"10/17/19"
450,290,1.32863122902542,8,0.428158181050185,"17/22/26"
610,640,1.33035721809407,7,0.587603224258483,"14/20/29"
1190,560,1.33215481465982,6,0.567410495386129,"4/8/11"
870,60,1.33329740749823,5,0.494741792264539,"14/23/24"
350,850,1.33506361591032,5,0.452913406158074,"9/11/18"
760,340,1.33520989032689,6,0.584808163756235,"9/14/17"
1030,390,1.3352915513379,8,0.642364717266551,"11/20/25"
890,500,1.33678189712617,6,0.528742136488393,"9/15/20"
950,670,1.33696748776818,6,0.558841957679595,"11/19/28"
590,1000,1.33766048035388,7,0.526286036114306,"10/14/25"
380,120,1.33837046727059,7,0.637544203060674,"12/15/16"
1110,440,1.33898577929246,7,0.456493905088262,"9/17/22"
970,890,1.33911939915237,8,0.548756499042543,"12/21/35"
220,440,1.33914298747135,7,0.607711382920908,"15/17/22"
410,960,1.33954710261863,4,0.510290620349256,"15/19/33"
750,980,1.34068981482847,8,0.510979642177443,"11/17/30"
1080,960,1.34075240925408,7,0.588432625213634,"8/15/26"
500,500,1.34107412855032,7,0.598537963538445,"9/12/16"
860,390,1.34271554677492,6,0.547482126514233,"14/23/29"
880,520,1.34359002325327,6,0.505538824268359,"12/20/27"
530,1150,1.34370045677859,6,0.419605567670913,"11/15/29"
750,100,1.34542432315898,5,0.554179976196335,"11/17/18"
350,940,1.34677019688716,8,0.637740710539236,"9/11/19"
880,750,1.34862897521669,6,0.472856712087458,"9/15/23"
1020,0,1.34928270260486,6,0.564496122382517,"5/9/9"
1020,180,1.35127493701159,6,0.564270198566153,"5/9/10"
900,360,1.35231236117989,6,0.482366007329092,"13/22/27"
360,780,1.35278735999775,6,0.556867883604892,"13/16/25"
880,770,1.35450629224268,6,0.567198925910919,"12/20/31"
450,990,1.35791278132154,6,0.358338689749005,"10/13/23"
500,800,1.35850441766094,7,0.543073707746269,"9/12/19"
660,250,1.35852411745082,7,0.568661661115143,"13/19/22"
650,1090,1.36206501479159,6,0.559339457795731,"11/16/30"
560,1110,1.36244790410185,6,0.485567414683661,"8/11/21"
840,920,1.36329936408283,7,0.528303808918832,"8/13/22"
840,470,1.36374618932858,6,0.565778712198465,"8/13/17"
1030,1160,1.36989699056283,6,0.521970607225927,"11/20/39"
810,840,1.37362842105665,5,0.544524927701042,"5/8/13"
210,600,1.37503851327727,7,0.508131691054037,"15/17/24"
540,110,1.37723386559875,7,0.584440693188863,"11/15/16"
300,850,1.37793967645513,5,0.518472077256141,"16/19/31"
640,250,1.37808471574561,6,0.56351284683452,"9/13/15"
970,1000,1.38017134480211,5,0.545426693259649,"8/14/25"
830,880,1.38056120845013,5,0.516516667062361,"13/21/35"
1100,280,1.38163371604673,6,0.578277887117883,"9/17/20"
650,910,1.38970186579172,5,0.337396817812684,"11/16/27"
380,770,1.39233038359954,7,0.4650203753351,"16/20/31"
580,670,1.39417539368121,6,0.52325548352205,"15/21/31"
790,610,1.3952569516424,6,0.504146765432815,"12/19/27"
540,660,1.39777915904254,6,0.349537227118303,"8/11/16"
10,960,1.3994485074031,7,0.595283464855622,"4/4/7"
30,950,1.40030462398331,7,0.59523375480552,"4/4/7"
740,320,1.40966501665251,7,0.561078846988307,"13/20/24"
1190,170,1.40992636762531,6,0.533525730743699,"5/10/11"
540,1080,1.41124294217644,8,0.596505090304325,"11/15/28"
190,1110,1.41228381122328,6,0.391967968866859,"9/10/19"
300,790,1.41737340830064,6,0.439457658280583,"16/19/30"
170,230,1.4253961530232,7,0.511128846797533,"19/21/24"
230,0,1.4267767425526,6,0.522845013006562,"7/8/8"
1050,0,1.42821307739409,6,0.481393462643647,"6/11/11"
1050,150,1.42892740877019,6,0.481206612124188,"6/11/12"
1100,520,1.42922744253109,7,0.546183214657669,"9/17/23"
1100,190,1.43055131413579,6,0.467506572497652,"9/17/19"
310,1160,1.43179401350341,8,0.548216532677043,"15/18/35"
220,20,1.43223201098846,6,0.522483099064796,"7/8/8"
750,860,1.43544159818354,5,0.330137428577802,"11/17/28"
1200,310,1.44274731400853,7,0.483418068349082,"5/10/12"
1200,1050,1.45197148389384,8,0.572937817054413,"3/6/11"
1180,1060,1.45544535047409,8,0.572700434130997,"3/6/11"
350,1120,1.4571056312762,9,0.607100170340607,"9/11/21"
750,1050,1.45729803880112,6,0.447196198407897,"11/17/31"
500,100,1.4658355340071,7,0.506261796399563,"12/16/17"
140,830,1.46931166792025,8,0.576552487571278,"12/13/21"
260,10,1.47085206939095,7,0.527821825935259,"6/7/7"
660,540,1.48264841130296,5,0.302278992866943,"13/19/26"
360,110,1.48556714928227,7,0.561985138078194,"13/16/17"
1200,840,1.53883300211241,6,0.492929719105017,"4/8/13"
1200,460,1.53898356606548,7,0.445039772477014,"5/10/13"
1180,850,1.5432613111629,6,0.492625226302661,"4/8/13"
0,580,1.55609563098111,8,0.53561598818564,"5/5/7"
20,570,1.55629745514731,8,0.535605883004468,"5/5/7"
0,270,1.56506017119447,8,0.506955181666455,"6/6/7"
20,260,1.56549969735762,8,0.506932369110812,"6/6/7"
10,200,1.59514204914392,6,0.434501582282673,"8/8/9"
10,810,1.61982212730736,7,0.495431250219046,"5/5/8"
30,800,1.62152600064108,7,0.495332696478702,"5/5/8"
1190,1110,1.62683658104128,7,0.34906101833208,"5/10/19"
20,160,1.68825164098424,7,0.317625929128478,"10/10/11"
160,20,1.68830990095732,7,0.317991529475945,"10/11/11"
10,1010,1.69854710240948,9,0.471992247038862,"5/5/9"
30,1000,1.69930919688574,9,0.471956451156152,"5/5/9"
10,430,1.7749153931487,8,0.407277665665694,"7/7/9"
0,620,1.81215371326714,8,0.375686336571189,"7/7/10"
20,610,1.81226261598051,8,0.375682876374017,"7/7/10"
0,1050,1.81282899846262,8,0.392464431738553,"6/6/11"
20,1040,1.81288911581801,8,0.392462427353915,"6/6/11"
