*no_scale_specified
5 2 5  v___2_n__3_class_1_class_2_ Raga Sarvasri, Warao tritonic: South America
3 1 1 2 2 2 1  v___3d_n__7_class_1_bbaaab_class_2_ababaa_class_3_bbabba_class_4_baabaa_class_5_bbabab_class_6_abbbaa_ Mela Sulini, Raga Sailadesakshi, Raga Trishuli, Houzam: Greece
2 1 3 1 1 2 2  v___3d_n__7_class_1_bbaaab_class_2_ababaa_class_3_bbabba_class_4_baabaa_class_5_bbabab_class_6_abbbaa_ Mela Sanmukhapriya, Raga Camara, Chinthamani
2 2 2 1 3 1 1  v___3d_n__7_class_1_bbaaab_class_2_ababaa_class_3_bbabba_class_4_baabaa_class_5_bbabab_class_6_abbbaa_ Mela Citrambari, Raga Chaturangini
1 3 2 3 1 2  v___3m_n__6_ Prometheus Neapolitan
2 3 2 1 3 1  v___3m_n__6_ Raga Bhinna Pancama
2 1 3 1 2 3  v___3m_n__6_ Raga Vijayanagari
4 3 3 2  v___3md_n__4_class_1_aab_class_3_aab_ Raga Mahathi
1 2 2 1 3 3  v___3md_n__6_ Double-Phrygian Hexatonic
1 3 2 2 1 3  v___3md_n__6_ Raga Hejjajji
1 3 1 2 2 3  v___3md_n__6_ Raga Kalavati, Ragamalini
2 2 3 1 3 1  v___3md_n__6_ Raga Latika
2 2 1 3 3 1  v___3md_n__6_ Raga Sarasanana
2 1 3 1 3 2  v___3md_n__6_ Raga Simharava (Sinharavam)
3 2 2 1 3 1  v___3md_n__6_ Raga Takka
1 3 1 3 2 2  v___3md_n__6_ Raga Vasantabhairavi
1 2 3 2 2 2  v___3md_n__6_class_1_aaaba_class_5_aaaba_ Raga Bhavani
3 2 2 2 1 2  v___3md_n__6_class_1_aaaba_class_5_aaaba_ Raga Manohari
2 3 2 2 2 1  v___3md_n__6_class_1_aaaba_class_5_aaaba_ Raga Nagagandhari
2 2 1 2 3 2  v___3md_n__6_class_1_aaaba_class_5_aaaba_ Raga Siva Kambhoji, Vivardhini
2 2 2 1 2 3  v___3md_n__6_class_1_aaaba_class_5_aaaba_ Raga Yamuna Kalyani, Kalyani Keseri, Ancient Chinese
1 2 2 2 3 2  v___3md_n__6_class_1_abaaa_class_5_abaaa_ Raga Gandharavam
2 2 2 3 2 1  v___3md_n__6_class_1_abaaa_class_5_abaaa_ Raga Mruganandana
2 3 2 1 2 2  v___3md_n__6_class_1_abaaa_class_5_abaaa_ Raga Navamanohari
2 1 2 2 2 3  v___3md_n__6_class_1_abaaa_class_5_abaaa_ Raga Suddha Bangala, Gauri Velavali
2 2 2 3 1 2  v___3md_n__6_class_1_baaaa_class_5_baaaa_ Prometheus, Raga Barbara
2 2 2 2 3 1  v___3md_n__6_class_1_baaaa_class_5_baaaa_ Eskimo Hexatonic 2 (Alaska: Point Hope)
2 2 2 1 4 1  v___3md_n__6_class_1_baaab_class_5_abbba_ Raga Caturangini
4 1 2 2 2 1  v___3md_n__6_class_1_baaab_class_5_abbba_ Raga Hari Nata, Genus secundum
2 2 1 4 1 2  v___3md_n__6_class_1_baaab_class_5_abbba_ Raga Rageshri (Rageshwari), Nattaikurinji
1 2 2 2 1 4  v___3md_n__6_class_1_baaab_class_5_abbba_ Raga Suddha Simantini
2 1 4 1 2 2  v___3md_n__6_class_1_baaab_class_5_abbba_ Raga Trimurti
1 3 1 2 1 1 2 1  v___3md_n__8_class_1_babbabb_class_3_babbabb_class_5_aabaaba_class_7_aabaaba_ Raga Saurashtra
1 3 1 1 2 2 1 1  v___3md_n__8_class_1_bbaabbb_class_3_aaabbaa_class_5_bbaabbb_class_7_aaabbaa_ Verdi's Scala enigmatica
1 3 1 1 1 2 2 1  v___3md_n__8_class_1_bbbaabb_class_3_aabbaaa_class_5_bbbaabb_class_7_aabbaaa_ Raga Bhatiyar
2 1 2 4 3  v___4_n__5_class_1_abcb_class_2_cabc_class_3_acbc_class_4_abca_ Raga Abhogi
4 3 2 1 2  v___4_n__5_class_1_abcb_class_2_cabc_class_3_acbc_class_4_abca_ Raga Valaji
3 2 4 2 1  v___4_n__5_class_1_bcab_class_2_cacb_class_3_cacb_class_4_acab_ Raga Chandrakauns (modern), Marga Hindola, Rajeshwari
5 2 1 3 1  v___4_n__5_class_1_bcac_class_2_bacb_class_3_baca_class_4_bcac_ Raga Devaranjani (Devaranji)
2 1 2 3 4  v___4_n__5_class_1_bcba_class_2_cbac_class_3_cbca_class_4_acba_ Raga Audav Tukhari
4 2 1 2 3  v___4_n__5_class_1_bcba_class_2_cbac_class_3_cbca_class_4_acba_ Raga Dhavalashri
2 3 4 2 1  v___4_n__5_class_1_bcba_class_2_cbac_class_3_cbca_class_4_acba_ Raga Rasranjani
3 2 2 1 4  v___4d_n__5_class_1_abbc_class_2_baac_class_3_bbac_class_4_aabc_ Raga Kokil Pancham
4 3 2 2 1  v___4d_n__5_class_1_abbc_class_2_baac_class_3_bbac_class_4_aabc_ Raga Mamata, Valaje
2 2 3 4 1  v___4d_n__5_class_1_cbba_class_2_caab_class_3_cabb_class_4_cbaa_ Raga Hamsadhvani (Hansadhvani)
4 1 2 2 3  v___4d_n__5_class_1_cbba_class_2_caab_class_3_cabb_class_4_cbaa_ Raga Nagasvaravali, Raga Mand
3 4 1 2 2  v___4d_n__5_class_1_cbba_class_2_caab_class_3_cabb_class_4_cbaa_ Raga Shailaja
3 5 2 4 3 5 2  v___4d_n__7_class_1_acbacb_class_2_bacccb_class_3_bcbabb_class_4_acaaba_class_5_cacbbb_class_6_bacbac_ Athanasopoulos' Byzantine Liturgical Chromatic, Dastgah Chahargah
2 5 3 4 2 5 3  v___4d_n__7_class_1_bcabca_class_2_bcccab_class_3_bbabcb_class_4_abaaca_class_5_bbbcac_class_6_cabcab_ Maqam Higaz-kar
3 3 2 6 2 4 4  v___4d_n__7_class_1_caabbc_class_2_bccaca_class_3_bbaabc_class_4_abbaac_class_5_bacacc_class_6_abbcca_ Maqam Saba, Maqam Mansuri
3 2 6 2 4 4 3  v___4d_n__7_class_1_caabbc_class_2_bccaca_class_3_bbaabc_class_4_abbaac_class_5_bacacc_class_6_abbcca_ Maqam 'Iraq
9 5 8 9 5 9 4 4  v___4d_n__8_class_1_cacbbca_class_3_cabbaca_class_5_cacbbca_class_7_cabbaca_ Maqam Mustear
3 6 1 5 2 6 1  v___5d_n__7_class_1_bdcadc_class_2_cadbbb_class_3_bdbacb_class_4_bdbacb_class_5_cadbbb_class_6_bdcadc_ Maqam Aug-ara
